1,1,55.13,61.27,120.09,59.669999999999995,1,1,1.0
1,2,0.0,12.96,17.67,30.79,1,1,1.0
1,3,312.93,0.0,398.34,113.69,1,1,1.0
1,4,96.13,0.0,224.69,62.53,1,1,1.0
2,1,37.8,58.15,116.71,59.419999999999995,1,1,1.0
2,2,0.0,12.96,10.1,30.79,1,1,1.0
2,3,312.84,0.0,398.07,113.69,1,1,1.0
2,4,95.54,0.0,224.69,62.46,1,1,1.0
3,1,20.47,55.03,113.33000000000001,59.17,1,1,1.0
3,2,0.0,12.96,3.4,30.79,1,1,1.0
3,3,312.74,0.0,397.80999999999995,113.69,1,1,1.0
3,4,94.95,0.0,224.69,62.38,1,1,1.0
4,1,3.75,53.04,110.05,54.660000000000004,1,1,1.0
4,3,312.65,0.0,397.5400000000001,113.69,1,1,1.0
4,4,94.36,0.0,224.68,62.31,1,1,1.0
5,1,0.0,50.29,95.1,54.660000000000004,1,1,1.0
5,3,312.56,0.0,397.28000000000003,113.69,1,1,1.0
5,4,93.76,0.0,224.69,62.24,1,1,1.0
6,1,0.0,46.79,75.6,54.410000000000004,1,1,1.0
6,3,312.47,0.0,397.01,113.69,1,1,1.0
6,4,93.17,0.0,224.69,62.16,1,1,1.0
7,1,0.0,41.2,58.1,54.00999999999999,1,1,1.0
7,3,312.38,0.0,396.74,113.69,1,1,1.0
7,4,92.58,0.0,224.69,62.09,1,1,1.0
8,1,0.0,41.2,43.5,50.3,1,1,1.0
8,3,312.29,0.0,396.46999999999997,113.69,1,1,1.0
8,4,91.99,0.0,224.69,62.01,1,1,1.0
9,1,0.0,43.1,27.1,44.1,1,1,1.0
9,3,312.2,0.0,396.2,113.69,1,1,1.0
9,4,92.11,0.0,224.57,62.01,1,1,1.0
10,1,0.0,46.6,13.7,31.4,1,1,1.0
10,3,312.1,0.0,395.93999999999994,113.69,1,1,1.0
10,4,92.24,0.0,224.44,62.01,1,1,1.0
10,5,915.31,188.11,44.690000000000055,76.96999999999997,1,1,1.0
11,3,312.01,0.0,395.66999999999996,113.69,1,1,1.0
11,4,92.36,0.0,224.32,62.01,1,1,1.0
11,5,868.3,185.4,91.70000000000005,81.49999999999997,1,1,1.0
12,3,311.92,0.0,395.41,113.69,1,1,1.0
12,4,92.49,0.0,224.19,62.01,1,1,1.0
12,5,822.7,171.6,137.29999999999995,95.29999999999998,1,1,1.0
13,3,311.83,0.0,395.14000000000004,113.69,1,1,1.0
13,4,92.61,0.0,224.07,62.01,1,1,1.0
13,5,779.05,161.55,180.95000000000005,106.0,1,1,1.0
14,6,0.0,176.96,18.26,51.31999999999999,1,1,1.0
14,3,311.74,0.0,394.87,113.69,1,1,1.0
14,4,92.74,0.0,223.94,62.01,1,1,1.0
14,5,735.4,151.5,224.60000000000002,116.69999999999999,1,1,1.0
15,6,0.0,165.4,33.3,75.9,1,1,1.0
15,3,311.65,0.0,394.6,113.69,1,1,1.0
15,4,92.86,0.0,223.82,62.01,1,1,1.0
15,5,695.35,143.9,249.88,115.35,1,1,1.0
16,6,0.0,165.4,51.8,87.69999999999999,1,1,1.0
16,3,311.56,0.0,394.33,113.69,1,1,1.0
16,4,92.98,0.0,223.7,62.01,1,1,1.0
16,5,655.3,136.3,275.1700000000001,114.0,1,1,1.0
17,6,0.0,165.4,71.7,102.99999999999997,1,1,1.0
17,3,311.47,0.0,394.05999999999995,113.69,1,1,1.0
17,4,93.11,0.0,223.57,62.01,1,1,1.0
17,5,614.4,128.3,266.38,110.85999999999999,1,1,1.0
18,6,0.0,166.8,91.6,113.19999999999999,1,1,1.0
18,3,311.37,0.0,393.80999999999995,113.69,1,1,1.0
18,4,93.23,0.0,223.45,62.01,1,1,1.0
18,5,582.8,122.35,249.10000000000002,106.98000000000002,1,1,1.0
19,6,0.0,173.3,114.7,119.09999999999997,1,1,1.0
19,3,311.28,0.0,393.5400000000001,113.69,1,1,1.0
19,4,93.36,0.0,223.32,62.01,1,1,1.0
19,5,548.13,116.4,245.16999999999996,103.1,1,1,1.0
20,6,0.0,180.65,141.4,123.15,1,1,1.0
20,3,311.19,0.0,393.27000000000004,113.69,1,1,1.0
20,4,93.48,0.0,223.2,62.01,1,1,1.0
20,5,516.55,110.95,236.6500000000001,99.74999999999999,1,1,1.0
21,6,0.0,187.67,163.8,129.13000000000002,1,1,1.0
21,3,311.1,0.0,393.0,113.69,1,1,1.0
21,4,93.61,0.0,223.07,62.01,1,1,1.0
21,5,484.97,105.5,228.13,96.4,1,1,1.0
22,6,0.0,197.4,192.9,134.79999999999998,1,1,1.0
